"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 22 16:56:56 GMT 2022","Fri Apr 22 16:57:08 GMT 2022","12399","chromium","accountTests.spec.ts","Account settings Test","","","Verify account update @account",""
