"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 22 17:01:20 GMT 2022","Fri Apr 22 17:01:32 GMT 2022","11982","chromium","accountTests.spec.ts","Account settings Test","","","Verify account update @account",""
